C0000052	['1,4-alpha-Glucan Branching Enzyme']
C1447557	[]
C1447558	[]
C1447559	[]
C1447560	[]
C1447562	['SKAP1 protein, human']
C1447563	[]
C1447564	[]
C1447565	[]
C1447566	[]
C1447567	[]
C1447568	[]
C1447569	[]
C1447571	[]
C1447572	[]
C1447573	[]
C1447574	['APOL1 protein, human']
C1447575	[]
C1447576	[]
C1447577	[]
C1447579	[]
C1447580	[]
C1447581	[]
C1447582	[]
C1447583	[]
C1447585	[]
C1447586	[]
C1447588	[]
C1447589	[]
C1447590	[]
C1447591	[]
C1447592	['Calcium and Integrin-Binding Protein 1']
C1447593	[]
C1447594	[]
C1447595	[]
C1447596	[]
C1447597	[]
C1447598	[]
C1447599	[]
C1447600	[]
C1447601	[]
C1447602	[]
C1447603	[]
C1447604	[]
C1447605	[]
C1447606	[]
C1447607	[]
C1447608	[]
C1447609	[]
C1447610	[]
C1447611	[]
C1447612	[]
C1447613	[]
C1447614	[]
C1447615	['SMARCD1 protein, human']
C1447616	['SMARCD2 protein, human']
C1447617	['SMARCD3 protein, human']
C1447618	[]
C1447619	[]
C1447620	[]
C1447621	[]
C1447622	[]
C1447623	[]
C1447624	[]
C1447625	[]
C1447626	[]
C1447627	[]
C1447628	[]
C1447629	[]
C1447633	[]
C1447634	[]
C1447635	[]
C1447636	[]
C1447638	[]
C1447639	['NSD1 protein, human']
C1447640	[]
C1447641	[]
C1447642	[]
C1447643	[]
C1447644	['RIPK2 protein, human']
C1447645	[]
C1447646	[]
C1447647	[]
C1447649	[]
C1447650	[]
C1447651	[]
C1447652	[]
C1447653	[]
C1447654	[]
C1447655	[]
C1447656	[]
C1447657	['ZNF217 protein, human']
C1447658	[]
C1447659	[]
C1447660	[]
C1447661	[]
C1447662	[]
C1447663	[]
C1447664	[]
C1447665	[]
C1447666	[]
C1447667	[]
C1447668	[]
C1447669	[]
C1447670	[]
C1447671	[]
C1447672	[]
C1447673	[]
C1447674	[]
C1447675	[]
C1447676	[]
C1447677	[]
C1447678	[]
C1447679	[]
C1447680	[]
C1447681	[]
C1447682	[]
C1447683	['PDE5A protein, human']
C1447684	[]
C1447685	[]
C1447686	[]
C1447687	[]
C1447688	[]
C1447689	[]
C1447690	[]
C1447691	[]
C1447692	[]
C1447693	[]
C1447694	['KLK11 protein, human']
C1447695	[]
C1447696	[]
C1447697	[]
C1447698	[]
C1447700	[]
C1447701	[]
C1447702	['HIPK2 protein, human']
C1447703	['CREB1 protein, human']
C1447704	[]
C1447705	[]
C1447706	[]
C1447707	[]
C1447708	[]
C1447709	[]
C1447710	[]
C1447712	[]
C1447713	[]
C1447715	[]
C1447716	[]
C1447717	[]
C1447718	[]
C1447719	[]
C1447720	[]
C1447721	[]
C1447722	[]
C1447723	[]
C1447724	[]
C1447725	[]
C1447726	[]
C1447727	[]
C1447728	[]
C1447729	[]
C1447730	[]
C1447731	['EFEMP1 protein, human']
C1447732	[]
C1447733	['SLC12A7 protein, human']
C1447734	[]
C1447735	[]
C1447736	[]
C1447737	[]
C1447738	[]
C1447739	[]
C1447740	[]
C1447741	[]
C1447742	['CLCA2 protein, human']
C1447743	[]
C1447745	[]
C1447746	[]
C1447747	['LIPG protein, human']
C1447748	[]
C1447749	['AR protein, human']
C1447750	[]
C1447751	[]
C1447752	[]
C1447753	[]
C1447754	[]
C1447755	[]
C1447756	[]
C1447757	['CFHR1 protein, human']
C1447758	[]
C1447759	[]
C1447760	[]
C1447761	[]
C1447762	['SLCO1B3 protein, human']
C1447763	[]
C1447764	['POLG protein, human']
C1447765	['ERBB2 Interacting Protein, Human']
C1447766	[]
C1447768	[]
C1447770	[]
C1447771	[]
C1447772	[]
C1447773	[]
C1447774	[]
C1447775	[]
C1447776	[]
C1447778	[]
C1447780	[]
C1447781	[]
C1447782	[]
C1447783	[]
C1447784	[]
C1447785	[]
C1447786	['TNFRSF1B protein, human']
C1447787	[]
C1447789	[]
C1447791	[]
C1447792	[]
C1447793	[]
C1447795	[]
C1447796	['IGF2BP2 protein, human']
C1447797	[]
C1447798	[]
C1447799	['Glutathione S-Transferase Theta-1, Human']
C1447801	['CLSPN protein, human']
C1447802	[]
C1447803	[]
C1447804	[]
C1447805	[]
C1447806	[]
C1447807	[]
C1447808	[]
C1447809	[]
C1447810	[]
C1447811	['FANCE protein, human']
C1447812	[]
C1447813	[]
C1447816	[]
C1447817	[]
C1447818	[]
C1447819	[]
C1447820	[]
C1447821	[]
C1447822	[]
C1447823	['NFKBIZ protein, human']
C1447824	[]
C1447825	[]
C1447826	[]
C1447827	[]
C1447828	[]
C1447829	[]
C1447830	[]
C1447831	['TBX21 protein, human']
C1447832	[]
C1447833	['HSXIAPAF1 protein, human']
C1447834	[]
C1447835	[]
C1447837	[]
C1447838	[]
C1447840	[]
C1447841	[]
C1447842	[]
C1447843	[]
C1447844	[]
C1447848	[]
C1447849	[]
C1447850	[]
C1447851	[]
C1447853	[]
C1447854	[]
C1447855	[]
C1447856	[]
C1447857	[]
C1447858	[]
C1447859	[]
C1447860	[]
C1447861	[]
C1447862	[]
C1447863	[]
C1447864	[]
C1447865	[]
C1447866	[]
C1447867	[]
C1447869	[]
C1447870	[]
C1447871	[]
C1447872	[]
C1447873	[]
C1447874	[]
C1447875	[]
C1447876	[]
C1447877	[]
C1447878	[]
C1447879	[]
C1447881	[]
C1447882	[]
C1447883	[]
C1447884	[]
C1447885	[]
C1447886	[]
C1447888	[]
C1447889	[]
C1447890	[]
C1447891	[]
C1447892	[]
C1447893	[]
C1447894	[]
C1447895	[]
C1447896	['IL19 protein, human']
C1447897	[]
C1447898	[]
C1447899	['FOXL2 protein, human']
C1447900	['ELAC2 protein, human']
C1447901	[]
C1447902	[]
C1447903	[]
C1447904	[]
C1447905	[]
C1447906	['INHBB protein, human']
C1447908	[]
C1447909	[]
C1447910	[]
C1447911	[]
C1447912	[]
C1447916	[]
C1447919	[]
C1447920	[]
C1447922	[]
C1447923	[]
C1447924	[]
C1447925	[]
C1447926	[]
C1447927	[]
C1447928	[]
C1447929	[]
C1447930	[]
C1447932	[]
C1447933	[]
C1447934	[]
C1447935	[]
C1447936	[]
C1447937	[]
C1447938	[]
C1447939	[]
C1447940	[]
C1447941	[]
C1447942	[]
C1447943	[]
C1447944	[]
C1447945	[]
C1447946	[]
C1447947	[]
C1447948	[]
C1447949	[]
C1447950	[]
C1447951	[]
C1447952	[]
C1447953	[]
C1447954	[]
C1447956	[]
C1447957	[]
C1447958	[]
C1447959	[]
C1447960	[]
C1447961	[]
C1447962	[]
C1447963	[]
C1447964	[]
C1447965	[]
C1447968	['ACVR1 protein, human']
C1447969	[]
C1447970	[]
C1447971	[]
C1447972	[]
C1447973	[]
C1447974	[]
C1447975	[]
C1447976	[]
C1447977	[]
C1447978	[]
C1447980	[]
C1447981	[]
C1447982	[]
C1447983	[]
C1447984	[]
C1447985	[]
C1447986	[]
C1447987	[]
C1447989	[]
C1447990	['PDGFD protein, human']
C1447991	[]
C1447992	[]
C1447993	[]
C1447995	[]
C1447996	['ENPP3 protein, human']
C1447997	[]
C1447998	[]
C1447999	[]
C1448000	[]
C1448002	[]
C1448003	[]
C1448005	[]
C1448007	[]
C1448008	[]
C1448009	[]
C1448010	[]
C1448011	[]
C1448012	[]
C1448013	[]
C1448014	[]
C1448015	[]
C1448016	[]
C1448017	[]
C1448018	[]
C1448020	[]
C1448021	[]
C1448022	[]
C1448023	[]
C1448024	[]
C1448025	[]
C1448026	[]
C1448027	[]
C1448028	[]
C1448029	[]
C1448030	[]
C1448031	[]
C1448032	[]
C1448034	[]
C1448035	[]
C1448036	[]
C1448037	[]
C1448038	[]
C1448042	[]
C1448043	[]
C1448044	[]
C1448046	[]
C1448047	['NDRG4 protein, human']
C1448048	[]
C1448049	[]
C1448050	[]
C1448051	[]
C1448052	[]
C1448053	[]
C1448055	[]
C1448057	[]
C1448058	[]
C1448059	[]
C1448061	[]
C1448062	[]
C1448063	[]
C1448064	[]
C1448065	[]
C1448067	[]
C1448068	[]
C1448069	[]
C1448070	[]
C1448071	['PPP2R1B protein, human']
C1448073	[]
C1448074	[]
C1448075	[]
C1448078	[]
C1448079	[]
C1448080	[]
C1448081	[]
C1448082	[]
C1448083	[]
C1448084	[]
C1448085	[]
C1448086	[]
C1448087	[]
C1448088	[]
C1448089	[]
C1448091	[]
C1448092	[]
C1448093	[]
C1448094	[]
C1448095	[]
C1448096	[]
C1448098	[]
C1448099	['HDAC6 protein, human']
C1448100	[]
C1448101	[]
C1448102	[]
C1448103	[]
C1448105	[]
C1448106	[]
C1448107	[]
C1448108	[]
C1448109	[]
C1448110	[]
C1448111	[]
C1448113	[]
C1448114	[]
C1448115	[]
C1448116	[]
C1448117	[]
C1448118	[]
C1448119	[]
C1448120	[]
C1448121	[]
C1448122	[]
C1448123	[]
C1448124	[]
C1448125	[]
C1448126	[]
C1448127	[]
C1448128	['POLD3 protein, human']
C1448129	[]
C1448130	[]
C1448131	[]
C1448132	['INSR protein, human']
C1448133	[]
C1448134	[]
C1448135	['RBM14 protein, human']
C1448136	[]
C1448137	['TRERF1 protein, human']
C1448138	[]
C1448139	[]
C1448140	[]
C1448141	[]
C1448142	[]
C1448143	[]
C1448144	[]
C1448145	[]
C1448146	[]
C1448147	[]
C1448148	[]
C1448149	[]
C1448150	[]
C1448152	[]
C1448153	[]
C1448155	[]
C1448156	[]
C1448157	[]
C1448158	[]
C1448159	[]
C1448160	[]
C1448162	[]
C1448163	[]
C1448164	[]
C1448165	[]
C1448166	[]
C1448167	[]
C1448168	[]
C1448169	[]
C1448171	[]
C1448172	[]
C1448173	[]
C1448174	[]
C1448175	[]
C1448177	['TNF protein, human']
C1448179	[]
C1448180	[]
C1448181	[]
C1448183	[]
C1448184	[]
C1448185	[]
C1448186	[]
C1448187	['COL3A1 protein, human']
C1448188	[]
C1448189	['BSND protein, human']
C1448190	[]
C1448191	[]
C1448192	[]
C1448193	['PHF20 protein, human']
C1448194	[]
C1448197	[]
C1448198	['BRD4 protein, human']
C1448199	[]
C1448200	[]
C1448201	[]
C1448202	[]
C1448204	[]
C1448207	[]
C1448208	[]
C1448209	[]
C1448210	[]
C1448212	[]
C1448213	[]
C1448214	[]
C1448215	[]
C1448216	[]
C1448218	[]
C1448220	[]
C1448221	[]
C1448222	[]
C1448223	[]
C1448224	[]
C1448225	[]
C1448227	[]
C1448228	[]
C1448229	[]
C1448230	[]
C1448232	[]
C1448233	[]
C1448234	[]
C1448235	[]
C1448236	[]
C1448237	[]
C1448238	['FCGR2A protein, human']
C1448239	[]
C1448241	[]
C1448242	[]
C1448243	[]
C1448244	[]
C1448245	[]
C1448246	[]
C1448247	[]
C1448248	[]
C1448249	[]
C1448250	[]
C1448251	[]
C1448252	[]
C1448253	[]
C1448254	[]
C1448255	[]
C1448256	[]
C1448257	[]
C1448258	[]
C1448259	[]
C1448260	[]
C1448261	[]
C1448262	[]
C1448263	[]
C1448264	[]
C1448265	['RAD51C protein, human']
C1448268	[]
C1448269	[]
C1448270	[]
C1448271	[]
C1448273	[]
C1448274	[]
C1448275	[]
C1448276	[]
C1448280	[]
C1448281	[]
C1448283	[]
C1448284	[]
C1448285	[]
C1448286	[]
C1448287	[]
C1448288	[]
C1448289	[]
C1448290	[]
C1448291	[]
C1448292	[]
C1448294	[]
C1448295	[]
C1448296	[]
C1448297	[]
C1448298	[]
C1448302	[]
C1448303	[]
C1448304	[]
C1448305	[]
C1448306	[]
C1448307	[]
C1448308	[]
C1448309	[]
C1448310	[]
C1448311	[]
C1448312	[]
C1448313	['ALOX15B protein, human']
C1448314	[]
C1448317	[]
C1448336	['S Amet']
C1448340	['Abufne']
C1448357	['Sebical']
C1448400	['Fibroderm']
C1448401	['Epitelplast']
C1448437	['Antithrombin III-Alpha']
C1448439	['Atenativ']
C1448462	[]
C1448463	[]
C1448464	[]
C1448465	[]
C1448467	[]
C1448468	[]
C1448469	[]
C1448470	['Samyr']
C1448471	[]
C1448478	[]
C1448479	[]
C1448480	[]
C1448481	[]
C1448482	[]
C1448483	[]
C1448484	[]
C1448485	[]
C1448486	[]
C1448487	[]
C1448489	[]
C1448490	[]
C1448491	[]
C1448492	[]
C1448493	[]
C1448494	[]
C1448495	['PFKM protein, human']
C1448497	[]
C1448498	[]
C1448499	[]
C1448501	[]
C1448506	[]
C1448507	[]
C1448509	[]
C1448510	[]
C1448511	[]
C1448512	[]
C1448513	[]
C1448514	[]
C1448515	[]
C1448519	[]
C1448520	[]
C1448521	[]
C1448522	[]
C1448523	[]
C1448524	[]
C1448525	[]
C1448526	[]
C1448529	[]
C1448530	[]
C1448531	[]
C1448534	[]
C1448535	[]
C1448536	[]
C1448537	[]
C1448538	[]
C1448539	[]
C1448540	[]
C1448541	[]
C1448544	[]
C1448545	[]
C1448547	[]
C1448548	[]
C1448550	[]
C1448553	[]
C1448554	['SLC4A7 protein, human']
C1448555	[]
C1448556	[]
C1448558	[]
C1448560	[]
C1448561	[]
C1448562	[]
C1448563	[]
C1448564	[]
C1448565	[]
C1448566	[]
C1448567	[]
C1448568	[]
C1448569	[]
C1448570	[]
C1448571	[]
C1448573	[]
C1448574	[]
C1448575	[]
C1448576	[]
C1448577	[]
C1448578	[]
C1448579	[]
C1448580	[]
C1448581	[]
C1448582	[]
C1448583	[]
C1448584	['FGF6 protein, human']
C1448585	[]
C1448586	['HOXA5 protein, human']
C1448587	[]
C1448588	[]
C1448590	[]
C1448592	[]
C1448593	[]
C1448594	[]
C1448595	[]
C1448596	[]
C1448597	[]
C1448598	['SKIL protein, human']
C1448599	[]
C1448600	[]
C1448603	[]
C1448604	[]
C1448605	[]
C1448606	[]
C1448607	[]
C1448608	[]
C1448609	[]
C1448610	[]
C1448611	[]
C1448612	[]
C1448614	[]
C1448615	[]
C1448616	[]
C1448617	[]
C1448618	[]
C1448619	[]
C1448620	[]
C1448621	[]
C1448622	[]
C1448623	[]
C1448624	[]
C1448627	[]
C1448628	[]
C1448629	['TFEB protein, human']
C1448630	[]
C1448631	[]
C1448632	[]
C1448633	[]
C1448634	[]
C1448635	[]
C1448637	[]
C1448638	[]
C1448639	[]
C1448640	[]
C1448641	[]
C1448642	[]
C1448643	[]
C1448644	[]
C1448646	[]
C1448647	[]
C1448650	[]
C1448651	[]
C1448652	[]
C1448653	[]
C1448654	[]
C1448655	[]
C1448656	[]
C1448657	['RAD9A protein, human']
C1448658	[]
C1448659	[]
C1448660	[]
C1448661	[]
C1448662	['TYK2 protein, human']
C1448663	[]
C1448664	[]
C1448665	[]
C1448666	[]
C1448667	[]
C1448668	[]
C1448669	[]
C1448670	[]
C1448671	[]
C1448672	[]
C1448673	[]
C1448674	[]
C1448675	[]
C1448677	[]
C1448678	[]
C1448679	[]
C1448680	[]
C1448682	[]
C1448683	[]
C1448684	[]
C1448685	[]
C1448686	[]
C1448687	[]
C1448688	['SLC7A7 protein, human']
C1448689	[]
C1448690	[]
C1448691	[]
C1448693	[]
C1448694	[]
C1448695	[]
C1448696	[]
C1448697	[]
C1448698	[]
C1448699	[]
C1448700	[]
C1448701	[]
C1448702	[]
C1448703	[]
C1448704	[]
C1448705	[]
C1448706	[]
C1448707	[]
C1448708	[]
C1448709	[]
C1448710	[]
C1448711	[]
C1448712	[]
C1448713	[]
C1448714	[]
C1448715	[]
C1448716	[]
C1448717	[]
C1448718	[]
C1448719	[]
C1448720	[]
C1448721	[]
C1448722	[]
C1448723	[]
C1448724	[]
C1448725	[]
C1448726	[]
C1448727	[]
C1448728	[]
C1448730	[]
C1448731	[]
C1448732	[]
C1448733	[]
C1448734	[]
C1448735	[]
C1448736	[]
C1448737	[]
C1448738	[]
C1448739	[]
C1448740	[]
C1448742	[]
C1448743	[]
C1448744	[]
C1448745	[]
C1448746	[]
C1448748	[]
C1448749	[]
C1448750	[]
C1448751	[]
C1448752	[]
C1448753	['CHD1 protein, human']
C1448754	[]
C1448755	[]
C1448756	[]
C1448757	[]
C1448758	['RGS1 protein, human']
C1448759	[]
C1448760	[]
C1448762	[]
C1448763	[]
C1448764	[]
C1448765	[]
C1448766	[]
C1448767	[]
C1448768	[]
C1448769	[]
C1448770	[]
C1448771	[]
C1448772	[]
C1448773	[]
C1448774	['BCL6 protein, human']
C1448775	[]
C1448776	[]
C1448777	['CDKN3 protein, human']
C1448778	[]
C1448779	[]
C1448780	[]
C1448781	[]
C1448782	[]
C1448783	[]
C1448784	[]
C1448785	[]
C1448786	[]
C1448787	[]
C1448788	[]
C1448789	[]
C1448792	[]
C1448794	[]
C1448795	[]
C1448796	[]
C1448797	[]
C1448798	[]
C1448799	[]
C1448800	[]
C1448801	[]
C1448802	[]
C1448803	[]
C1448804	[]
C1448805	[]
C1448806	[]
C1448807	[]
C1448808	[]
C1448809	[]
C1448810	[]
C1448811	[]
C1448812	[]
C1448813	[]
C1448814	[]
C1448815	[]
C1448816	[]
C1448817	[]
C1448818	[]
C1448819	[]
C1448820	[]
C1448822	[]
C1448823	[]
C1448824	[]
C1448825	[]
C1448826	[]
C1448827	[]
C1448828	[]
C1448829	[]
C1448830	[]
C1448831	[]
C1448832	[]
C1448833	['CAMLG protein, human']
C1448834	[]
C1448835	[]
C1448836	[]
C1448837	[]
C1448838	[]
C1448839	[]
C1448840	[]
C1448841	[]
C1448842	[]
C1448844	[]
C1448845	[]
C1448846	[]
C1448847	[]
C1448848	['MICA protein, human']
C1448849	['MICB protein, human']
C1448851	[]
C1448852	[]
C1448853	[]
C1448854	[]
C1448855	[]
C1448856	[]
C1448857	[]
C1448858	[]
C1448859	[]
C1448860	[]
C1448861	[]
C1448862	[]
C1448863	[]
C1448864	[]
C1448865	[]
C1448866	[]
C1448867	[]
C1448868	[]
C1448869	[]
C1448870	[]
C1448871	[]
C1448872	[]
C1448873	[]
C1448874	[]
C1448875	[]
C1448876	['PTPRD protein, human']
C1448877	[]
C1448878	[]
C1448879	[]
C1448880	[]
C1448881	[]
C1448882	[]
C1448883	[]
C1448884	[]
C1448885	[]
C1448886	[]
C1448887	[]
C1448888	[]
C1448889	[]
C1448890	[]
C1448891	[]
C1448892	[]
C1448893	[]
C1448894	['CASP6 protein, human']
C1448895	[]
C1448896	[]
C1448897	[]
C1448898	[]
C1448899	[]
C1448900	[]
C1448901	['KPNB1 protein, human']
C1448902	[]
C1448903	[]
C1448904	[]
C1448906	[]
C1448907	[]
C1448908	[]
C1448909	[]
C1448910	[]
C1448911	[]
C1448912	[]
C1448913	[]
C1448914	[]
C1448915	[]
C1448916	[]
C1448917	[]
C1448918	[]
C1448919	[]
C1448920	[]
C1448921	[]
C1448922	[]
C1448923	[]
C1448924	[]
C1448925	[]
C1448926	[]
C1448927	[]
C1448928	[]
C1448929	[]
C1448930	[]
C1448931	[]
C1448932	[]
C1448933	[]
C1448934	[]
C1448935	['SOX18 protein, human']
C1448936	[]
C1448937	[]
C1448938	[]
C1448939	[]
C1448940	[]
C1448941	[]
C1448942	[]
C1448943	['RALBP1 protein, human']
C1448944	[]
C1448945	[]
C1448946	[]
C1448947	[]
C1448948	[]
C1448949	[]
C1448950	[]
C1448951	[]
C1448952	[]
C1448953	[]
C1448954	[]
C1448955	[]
C1448956	[]
C1448957	[]
C1448958	[]
C1448959	[]
C1448960	[]
C1448961	[]
C1448962	[]
C1448963	[]
C1448964	[]
C1448965	[]
C1448966	[]
C1448967	[]
C1448968	[]
C1448969	[]
C1448970	[]
C1448971	[]
C1448972	[]
C1448973	[]
C1448974	[]
C1448975	[]
C1448976	[]
C1448977	[]
C1448978	[]
C1448979	['TRIO protein, human']
C1448980	[]
C1448981	[]
C1448982	[]
C1448983	[]
C1448984	[]
C1448985	[]
C1448986	[]
C1448987	[]
C1448988	[]
C1448989	[]
C1448990	[]
C1448991	[]
C1448992	[]
C1448993	[]
C1448994	[]
C1448995	[]
C1448996	[]
C1448997	[]
C1448998	[]
C1448999	[]
C1449000	[]
C1449001	[]
C1449002	[]
C1449004	[]
C1449005	[]
C1449006	['KLK10 protein, human']
C1449007	[]
C1449008	[]
C1449010	[]
C1449011	[]
C1449012	[]
C1449013	[]
C1449015	[]
C1449016	[]
C1449017	[]
C1449018	[]
C1449019	[]
C1449020	[]
C1449021	[]
C1449023	[]
C1449024	[]
C1449025	[]
C1449026	[]
C1449027	[]
C1449028	[]
C1449029	[]
C1449030	[]
C1449031	[]
C1449032	[]
C1449033	[]
C1449034	[]
C1449035	['SPRR2A protein, human']
C1449036	['HAS2 protein, human']
C1449037	[]
C1449038	[]
C1449039	[]
C1449040	[]
C1449041	[]
C1449042	[]
C1449043	[]
C1449044	[]
C1449045	[]
C1449046	[]
C1449047	[]
C1449048	[]
C1449049	[]
C1449050	[]
C1449051	[]
C1449053	[]
C1449054	[]
C1449055	[]
C1449056	[]
C1449057	[]
C1449058	[]
C1449059	[]
C1449060	[]
C1449061	[]
C1449062	[]
C1449063	[]
C1449064	[]
C1449065	['NFKBIE protein, human']
C1449066	[]
C1449067	[]
C1449068	[]
C1449069	[]
C1449070	[]
C1449071	[]
C1449072	['MADD protein, human']
C1449073	[]
C1449074	[]
C1449075	[]
C1449076	[]
C1449077	[]
C1449078	[]
C1449080	[]
C1449081	[]
C1449082	[]
C1449083	[]
C1449084	[]
C1449085	[]
C1449086	[]
C1449087	[]
C1449088	[]
C1449089	[]
C1449090	[]
C1449091	[]
C1449092	[]
C1449093	[]
C1449094	['NRG2 protein, human']
C1449095	[]
C1449096	[]
C1449097	[]
C1449098	[]
C1449099	[]
C1449100	[]
C1449101	[]
C1449102	[]
C1449103	[]
C1449104	[]
C1449105	[]
C1449106	[]
C1449107	[]
C1449108	['SH2B2 protein, human']
C1449109	[]
C1449110	[]
C1449111	[]
C1449112	[]
C1449113	[]
C1449114	[]
C1449115	[]
C1449116	[]
C1449117	[]
C1449118	[]
C1449119	[]
C1449120	[]
C1449121	[]
C1449122	[]
C1449124	[]
C1449125	[]
C1449126	[]
C1449127	[]
C1449128	[]
C1449129	[]
C1449130	[]
C1449131	[]
C1449132	[]
C1449133	[]
C1449134	[]
C1449135	[]
C1449136	[]
C1449137	[]
C1449138	[]
C1449139	[]
C1449140	[]
C1449141	[]
C1449142	[]
C1449143	[]
C1449144	[]
C1449145	[]
C1449146	[]
C1449147	[]
C1449149	[]
C1449150	[]
C1449151	[]
C1449152	[]
C1449153	[]
C1449155	[]
C1449156	[]
C1449157	[]
C1449158	[]
C1449159	['CCL2 protein, human']
C1449160	[]
C1449161	[]
C1449162	[]
C1449163	[]
C1449164	[]
C1449165	[]
C1449166	[]
C1449167	[]
C1449168	[]
C1449169	[]
C1449170	[]
C1449171	[]
C1449172	[]
C1449173	[]
C1449174	[]
C1449175	[]
C1449176	[]
C1449177	[]
C1449178	[]
C1449179	[]
C1449180	[]
C1449181	[]
C1449182	[]
C1449183	[]
C1449184	[]
C1449185	[]
C1449186	[]
C1449187	[]
C1449188	[]
C1449189	[]
C1449190	['F2RL3 protein, human']
C1449191	[]
C1449192	[]
C1449193	[]
C1449194	[]
C1449195	['CSF2RB protein, human']
C1449196	[]
C1449197	[]
C1449198	[]
C1449199	[]
C1449200	[]
C1449201	[]
C1449202	[]
C1449203	[]
C1449204	[]
C1449205	[]
C1449206	[]
C1449207	[]
C1449208	[]
C1449209	[]
C1449210	[]
C1449211	[]
C1449212	['WISP1 protein, human']
C1449213	[]
C1449214	[]
C1449215	[]
C1449216	[]
C1449217	[]
C1449218	[]
C1449219	[]
C1449220	[]
C1449221	[]
C1449222	[]
C1449223	[]
C1449224	[]
C1449225	['CHRNA3 protein, human']
C1449226	[]
C1449227	[]
C1449228	[]
C1449229	[]
C1449230	[]
C1449231	[]
C1449232	[]
C1449233	['GPX2 protein, human']
C1449234	[]
C1449235	[]
C1449236	[]
C1449237	[]
C1449238	[]
C1449240	[]
C1449241	[]
C1449242	[]
C1449243	[]
C1449244	[]
C1449245	[]
C1449246	[]
C1449247	[]
C1449248	[]
C1449249	[]
C1449250	[]
C1449251	[]
C1449252	[]
C1449253	[]
C1449254	[]
C1449255	[]
C1449256	[]
C1449264	[]
C1449265	[]
C1449266	[]
C1449268	[]
C1449269	[]
C1449270	[]
C1449272	['ABCC5 protein, human']
C1449273	[]
C1449274	[]
C1449275	[]
C1449276	[]
C1449277	[]
C1449278	[]
C1449279	[]
C1449280	[]
C1449281	[]
C1449282	[]
C1449283	['WASF2 protein, human']
C1449284	[]
C1449285	[]
C1449286	['Shank1 protein, rat']
C1449287	[]
C1449288	[]
C1449289	[]
C1449290	[]
C1449291	[]
C1449292	[]
C1449293	[]
C1449294	[]
C1449295	[]
C1449296	[]
C1449297	[]
C1449298	[]
C1449299	[]
C1449300	[]
C1449301	[]
C1449302	[]
C1449303	[]
C1449304	[]
C1449305	[]
C1449307	[]
C1449308	['GLI1 protein, human']
C1449309	['type III polyketide synthase']
C1449310	[]
C1449311	[]
C1449312	[]
C1449313	[]
C1449315	[]
C1449316	[]
C1449318	[]
C1449319	[]
C1449321	['PYCARD protein, human']
C1449322	[]
C1449323	[]
C1449324	[]
C1449325	[]
C1449326	['TBK1 protein, human']
C1449327	[]
C1449328	[]
C1449329	[]
C1449330	['TNK2 protein, human']
C1449331	[]
C1449333	[]
C1449334	[]
C1449335	[]
C1449336	[]
C1449337	[]
C1449338	[]
C1449339	[]
C1449340	[]
C1449341	[]
C1449342	[]
C1449343	[]
C1449344	[]
C1449345	['TSC22D3 protein, human']
C1449346	[]
C1449347	[]
C1449348	[]
C1449349	[]
C1449350	[]
C1449352	[]
C1449353	[]
C1449354	[]
C1449355	[]
C1449356	[]
C1449357	[]
C1449358	[]
C1449359	[]
C1449360	[]
C1449361	[]
C1449362	[]
C1449363	[]
C1449365	['SOX8 protein, human']
C1449366	[]
C1449367	[]
C1449368	[]
C1449370	[]
C1449372	[]
C1449373	[]
C1449375	[]
C1449376	[]
C1449377	[]
C1449378	[]
C1449380	[]
